sentence,product,part,class,processed_text_sentiment,processed_text_ner,ner_labels
OnePlus 10 Pro's battery life is disappointing. Barely lasts a full day of use.,OnePlus 10 Pro,,negative,oneplus pro battery life disappointing barely last full day use,OnePlus 10 Pro battery life disappointing . Barely last full day use .,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O
The macro camera on the Oppo Find X5 Pro is surprisingly useful for close-up shots.,Oppo Find X5 Pro,macro camera,positive,macro camera oppo find x pro surprisingly useful closeup shot,The macro camera Oppo Find X5 Pro surprisingly useful close-up shot .,O B-PART I-PART B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O
Motorola Edge 30 Ultra's 200MP camera is overkill. Takes forever to process each shot.,Motorola Edge 30 Ultra,200MP camera,negative,motorola edge ultras mp camera overkill take forever process shot,Motorola Edge 30 Ultra 200MP camera overkill . Takes forever process shot .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O
Sony Xperia 5 IV's 21:9 aspect ratio is perfect for watching movies on the go.,Sony Xperia 5 IV,21:9 aspect ratio,positive,sony xperia iv aspect ratio perfect watching movie go,Sony Xperia 5 IV 219 aspect ratio perfect watching movie go .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART I-PART O O O O O
The Nothing Phone 1's glyph interface is cool at first but gets old quick.,Nothing Phone 1,glyph interface,neutral,nothing phone glyph interface cool first get old quick,The Nothing Phone 1 glyph interface cool first get old quick .,O B-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O
Asus Zenfone 9's compact size is a breath of fresh air in a world of huge phones.,Asus Zenfone 9,,positive,asus zenfone compact size breath fresh air world huge phone,Asus Zenfone 9 compact size breath fresh air world huge phone .,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O
Huawei Mate 50 Pro's variable aperture camera is innovative but results are hit or miss.,Huawei Mate 50 Pro,variable aperture camera,neutral,huawei mate pro variable aperture camera innovative result hit miss,Huawei Mate 50 Pro variable aperture camera innovative result hit miss .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART I-PART O O O O O
Vivo X80 Pro's in-display fingerprint sensor is lightning fast and super reliable.,Vivo X80 Pro,in-display fingerprint sensor,positive,vivo x pro indisplay fingerprint sensor lightning fast super reliable,Vivo X80 Pro in-display fingerprint sensor lightning fast super reliable .,B-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART I-PART O O O O O
The Realme GT 2 Pro's paper-like back feels cheap and gets dirty easily.,Realme GT 2 Pro,,negative,realme gt pro paperlike back feel cheap get dirty easily,The Realme GT 2 Pro paper-like back feel cheap get dirty easily .,O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O
iPhone SE (2022) is a solid budget option but the small screen feels outdated.,iPhone SE (2022),,neutral,iphone se solid budget option small screen feel outdated,iPhone SE 2022 solid budget option small screen feel outdated .,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O
Samsung Galaxy A53 5G offers great value for money with its smooth 120Hz display.,Samsung Galaxy A53 5G,120Hz display,positive,samsung galaxy g offer great value money smooth hz display,Samsung Galaxy A53 5G offer great value money smooth 120Hz display .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-PART I-PART O
Xiaomi Redmi Note 11 Pro's 108MP camera is impressive on paper but real-world results are mediocre.,Xiaomi Redmi Note 11 Pro,108MP camera,negative,xiaomi redmi note pro mp camera impressive paper realworld result mediocre,Xiaomi Redmi Note 11 Pro 108MP camera impressive paper real-world result mediocre .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O
Google Pixel 6a's tensor chip makes AI features snappy but it heats up quickly.,Google Pixel 6a,tensor chip,neutral,google pixel tensor chip make ai feature snappy heat quickly,Google Pixel 6a tensor chip make AI feature snappy heat quickly .,B-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O
OnePlus Nord 2T's 80W fast charging is incredibly convenient for quick top-ups.,OnePlus Nord 2T,80W fast charging,positive,oneplus nord t w fast charging incredibly convenient quick topups,OnePlus Nord 2T 80W fast charging incredibly convenient quick top-up .,B-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART I-PART O O O O O
Oppo Reno 8 Pro's design is stunning but the software experience leaves much to be desired.,Oppo Reno 8 Pro,,neutral,oppo reno pro design stunning software experience leaf much desired,Oppo Reno 8 Pro design stunning software experience leaf much desired .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O
The Motorola Moto G82's OLED display is a pleasant surprise at this price point.,Motorola Moto G82,OLED display,positive,motorola moto g oled display pleasant surprise price point,The Motorola Moto G82 OLED display pleasant surprise price point .,O B-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O
Sony Xperia 10 IV's battery life is phenomenal easily lasting two full days.,Sony Xperia 10 IV,,positive,sony xperia iv battery life phenomenal easily lasting two full day,Sony Xperia 10 IV battery life phenomenal easily lasting two full day .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O
Nothing Phone 1's transparent back is a cool party trick but doesn't add any real value.,Nothing Phone 1,transparent back,neutral,nothing phone transparent back cool party trick doesnt add real value,Nothing Phone 1 transparent back cool party trick doesnt add real value .,B-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O
Asus ROG Phone 6's built-in cooling system keeps the phone cool even during intense gaming sessions.,Asus ROG Phone 6,built-in cooling system,positive,asus rog phone builtin cooling system keep phone cool even intense gaming session,Asus ROG Phone 6 built-in cooling system keep phone cool even intense gaming session .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART I-PART O O O O O O O O
Huawei Nova 10 Pro's 60MP selfie camera is overkill and makes faces look unnaturally smooth.,Huawei Nova 10 Pro,60MP selfie camera,negative,huawei nova pro mp selfie camera overkill make face look unnaturally smooth,Huawei Nova 10 Pro 60MP selfie camera overkill make face look unnaturally smooth .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART I-PART O O O O O O O
Vivo V25 Pro's color-changing back panel is a neat gimmick but that's all it is.,Vivo V25 Pro,color-changing back panel,neutral,vivo v pro colorchanging back panel neat gimmick thats,Vivo V25 Pro color-changing back panel neat gimmick .,B-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART I-PART O O O
The Realme 9 Pro+'s heart rate monitor is an unexpected but welcome feature for fitness enthusiasts.,Realme 9 Pro+,heart rate monitor,positive,realme pro heart rate monitor unexpected welcome feature fitness enthusiast,The Realme 9 Pro heart rate monitor unexpected welcome feature fitness enthusiast .,O B-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART I-PART O O O O O O
iPhone 14's satellite SOS feature gives peace of mind for outdoor adventures.,iPhone 14,satellite SOS feature,positive,iphone satellite so feature give peace mind outdoor adventure,iPhone 14 satellite SOS feature give peace mind outdoor adventure .,B-PRODUCT I-PRODUCT B-PART I-PART I-PART O O O O O O
Samsung Galaxy Z Flip 4's form factor is perfect for fitting in small pockets or bags.,Samsung Galaxy Z Flip 4,,positive,samsung galaxy z flip form factor perfect fitting small pocket bag,Samsung Galaxy Z Flip 4 form factor perfect fitting small pocket bag .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O
Xiaomi 12 Lite's design is sleek but the plastic frame feels cheap for the price.,Xiaomi 12 Lite,,negative,xiaomi lites design sleek plastic frame feel cheap price,Xiaomi 12 Lite design sleek plastic frame feel cheap price .,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O
Google Pixel 7 Pro's macro focus feature produces stunning close-up shots effortlessly.,Google Pixel 7 Pro,macro focus feature,positive,google pixel pro macro focus feature produce stunning closeup shot effortlessly,Google Pixel 7 Pro macro focus feature produce stunning close-up shot effortlessly .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART I-PART O O O O O O
OnePlus 10T's super-fast charging is great but removing the alert slider was a mistake.,OnePlus 10T,,neutral,oneplus t superfast charging great removing alert slider mistake,OnePlus 10T super-fast charging great removing alert slider mistake .,B-PRODUCT I-PRODUCT O O O O O O O O
Oppo Find N2 Flip's cover screen is actually useful unlike some other flip phones.,Oppo Find N2 Flip,cover screen,positive,oppo find n flip cover screen actually useful unlike flip phone,Oppo Find N2 Flip cover screen actually useful unlike flip phone .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O
Motorola Razr 2022's improved hinge design makes the folding experience much smoother.,Motorola Razr 2022,hinge design,positive,motorola razr improved hinge design make folding experience much smoother,Motorola Razr 2022 improved hinge design make folding experience much smoother .,B-PRODUCT I-PRODUCT I-PRODUCT O B-PART I-PART O O O O O O
Sony Xperia 1 V's 4K 120Hz display is overkill for a smartphone drains battery fast.,Sony Xperia 1 V,4K 120Hz display,negative,sony xperia v k hz display overkill smartphone drain battery fast,Sony Xperia 1 V 4K 120Hz display overkill smartphone drain battery fast .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART I-PART O O O O O O
The Nothing Phone 2's customizable LED strips are fun to play with but drain the battery.,Nothing Phone 2,customizable LED strips,neutral,nothing phone customizable led strip fun play drain battery,The Nothing Phone 2 customizable LED strip fun play drain battery .,O B-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART I-PART O O O O O
Asus ROG Phone 7's built-in triggers are a game-changer for mobile gaming.,Asus ROG Phone 7,built-in triggers,positive,asus rog phone builtin trigger gamechanger mobile gaming,Asus ROG Phone 7 built-in trigger game-changer mobile gaming .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O
Huawei P60 Pro's variable aperture main camera produces stunning photos in any lighting condition.,Huawei P60 Pro,variable aperture main camera,positive,huawei p pro variable aperture main camera produce stunning photo lighting condition,Huawei P60 Pro variable aperture main camera produce stunning photo lighting condition .,B-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART I-PART I-PART O O O O O O
Vivo X90 Pro+'s 1-inch sensor captures incredible detail but the phone is too bulky.,Vivo X90 Pro+,1-inch sensor,positive,vivo x pro inch sensor capture incredible detail phone bulky,Vivo X90 Pro 1-inch sensor capture incredible detail phone bulky .,B-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O
The Realme GT Neo 3's 150W charging is insanely fast but I worry about long-term battery health.,Realme GT Neo 3,150W charging,neutral,realme gt neo w charging insanely fast worry longterm battery health,The Realme GT Neo 3 150W charging insanely fast I worry long-term battery health .,O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O O
iPhone 15 Pro's titanium frame feels premium but shows fingerprints easily.,iPhone 15 Pro,titanium frame,positive,iphone pro titanium frame feel premium show fingerprint easily,iPhone 15 Pro titanium frame feel premium show fingerprint easily .,B-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O
Samsung Galaxy S23 Ultra's 200MP camera is impressive but file sizes are enormous.,Samsung Galaxy S23 Ultra,200MP camera,positive,samsung galaxy ultras mp camera impressive file size enormous,Samsung Galaxy S23 Ultra 200MP camera impressive file size enormous .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O
Xiaomi 13 Pro's Leica partnership has significantly improved photo quality and color science.,Xiaomi 13 Pro,,positive,xiaomi pro leica partnership significantly improved photo quality color science,Xiaomi 13 Pro Leica partnership significantly improved photo quality color science .,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O
Google Pixel Fold's software optimization for the folding form factor is top-notch.,Google Pixel Fold,,positive,google pixel fold software optimization folding form factor topnotch,Google Pixel Fold software optimization folding form factor top-notch .,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O
OnePlus 11's alert slider is back and it's as useful as ever for quick profile switching.,OnePlus 11,alert slider,positive,oneplus alert slider back useful ever quick profile switching,OnePlus 11 alert slider back useful ever quick profile switching .,B-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O
Oppo Find X6 Pro's periscope zoom lens produces surprisingly good results at high magnifications.,Oppo Find X6 Pro,periscope zoom lens,positive,oppo find x pro periscope zoom lens produce surprisingly good result high magnification,Oppo Find X6 Pro periscope zoom lens produce surprisingly good result high magnification .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART I-PART O O O O O O O
Motorola Edge 40 Pro's curved waterfall display looks great but leads to accidental touches.,Motorola Edge 40 Pro,curved waterfall display,neutral,motorola edge pro curved waterfall display look great lead accidental touch,Motorola Edge 40 Pro curved waterfall display look great lead accidental touch .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART I-PART O O O O O O
Sony Xperia 5 V's physical camera button is a nice touch for photography enthusiasts.,Sony Xperia 5 V,physical camera button,positive,sony xperia v physical camera button nice touch photography enthusiast,Sony Xperia 5 V physical camera button nice touch photography enthusiast .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART I-PART O O O O O
Nothing Phone 2's Glyph interface is still more style than substance.,Nothing Phone 2,Glyph interface,neutral,nothing phone glyph interface still style substance,Nothing Phone 2 Glyph interface still style substance .,B-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O
Asus Zenfone 10's compact size is perfect for one-handed use but battery life suffers.,Asus Zenfone 10,,neutral,asus zenfone compact size perfect onehanded use battery life suffers,Asus Zenfone 10 compact size perfect one-handed use battery life suffers .,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O
Huawei Mate X3's ultra-thin design is impressive for a foldable but durability is a concern.,Huawei Mate X3,,neutral,huawei mate x ultrathin design impressive foldable durability concern,Huawei Mate X3 ultra-thin design impressive foldable durability concern .,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O
Vivo X Fold 2's hinge feels sturdier than previous generations almost no visible crease.,Vivo X Fold 2,hinge,positive,vivo x fold hinge feel sturdier previous generation almost no visible crease,Vivo X Fold 2 hinge feel sturdier previous generation almost visible crease .,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-PART O O O O O O O O
The Realme 11 Pro+'s 200MP camera is overkill for a mid-range phone processing times are long.,Realme 11 Pro+,200MP camera,negative,realme pro mp camera overkill midrange phone processing time long,The Realme 11 Pro 200MP camera overkill mid-range phone processing time long .,O B-PRODUCT I-PRODUCT I-PRODUCT B-PART I-PART O O O O O O O
iPhone 15's switch to USB-C is long overdue but welcome.,iPhone 15,USB-C port,positive,iphone switch usbc long overdue welcome,iPhone 15 switch USB-C long overdue welcome .,B-PRODUCT I-PRODUCT O O O O O O
Samsung Galaxy A54's build quality feels premium for a mid-range device.,Samsung Galaxy A54,,positive,samsung galaxy build quality feel premium midrange device,Samsung Galaxy A54 build quality feel premium mid-range device .,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O
